Submission ID,Submission Time,Lateness (H:M:S)
11510897.0,2018-11-18 21:00:11 -0800,00:00:00
,,
,,
11512596.0,2018-11-18 22:24:25 -0800,00:00:00
11505061.0,2018-11-18 16:25:02 -0800,00:00:00
11514219.0,2018-11-18 23:54:44 -0800,00:00:00
11513000.0,2018-11-18 22:44:39 -0800,00:00:00
11510803.0,2018-11-18 20:56:59 -0800,00:00:00
11510963.0,2018-11-18 21:01:05 -0800,00:00:00
11514049.0,2018-11-18 23:47:38 -0800,00:00:00
11966624.0,2018-12-04 09:55:02 -0800,369:56:02
,,
,,
11512562.0,2018-11-18 22:22:00 -0800,00:00:00
11514137.0,2018-11-18 23:51:43 -0800,00:00:00
11511163.0,2018-11-18 21:11:10 -0800,00:00:00
11532750.0,2018-11-19 15:09:11 -0800,15:10:11
11876675.0,2018-12-01 17:11:10 -0800,305:12:10
11512259.0,2018-11-18 22:05:38 -0800,00:00:00
11861658.0,2018-11-30 22:06:37 -0800,286:07:37
11940913.0,2018-12-03 16:27:28 -0800,352:28:28
12027307.0,2018-12-05 15:03:39 -0800,399:04:39
11497515.0,2018-11-18 01:02:34 -0800,00:00:00
11514467.0,2018-11-19 00:09:36 -0800,00:10:36
11575965.0,2018-11-20 15:31:44 -0800,39:32:44
,,
11512852.0,2018-11-18 22:35:36 -0800,00:00:00
11513272.0,2018-11-18 23:03:29 -0800,00:00:00
11512977.0,2018-11-18 22:42:46 -0800,00:00:00
11322980.0,2018-11-13 20:44:16 -0800,00:00:00
12017363.0,2018-12-05 10:41:08 -0800,394:42:08
11508251.0,2018-11-18 18:56:16 -0800,00:00:00
11507360.0,2018-11-18 18:09:17 -0800,00:00:00
,,
11510990.0,2018-11-18 21:02:05 -0800,00:00:00
11509213.0,2018-11-18 19:45:57 -0800,00:00:00
,,
11514024.0,2018-11-18 23:46:29 -0800,00:00:00
,,
11509208.0,2018-11-18 19:45:46 -0800,00:00:00
,,
11506661.0,2018-11-18 17:37:15 -0800,00:00:00
11508821.0,2018-11-18 19:27:13 -0800,00:00:00
,,
11502301.0,2018-11-18 13:53:05 -0800,00:00:00
11513092.0,2018-11-18 22:49:57 -0800,00:00:00
11513759.0,2018-11-18 23:30:14 -0800,00:00:00
,,
11512827.0,2018-11-18 22:33:42 -0800,00:00:00
,,
11512888.0,2018-11-18 22:37:37 -0800,00:00:00
,,
,,
11514217.0,2018-11-18 23:54:37 -0800,00:00:00
11514343.0,2018-11-18 23:58:22 -0800,00:00:00
11513780.0,2018-11-18 23:31:37 -0800,00:00:00
,,
11506236.0,2018-11-18 17:10:33 -0800,00:00:00
,,
11511373.0,2018-11-18 21:23:13 -0800,00:00:00
,,
,,
11504564.0,2018-11-18 16:05:52 -0800,00:00:00
11510402.0,2018-11-18 20:41:44 -0800,00:00:00
11504143.0,2018-11-18 15:38:16 -0800,00:00:00
11515073.0,2018-11-19 02:15:29 -0800,02:16:29
,,
11511128.0,2018-11-18 21:08:30 -0800,00:00:00
11555631.0,2018-11-19 23:57:22 -0800,23:58:22
11511425.0,2018-11-18 21:24:45 -0800,00:00:00
,,
11510033.0,2018-11-18 20:24:31 -0800,00:00:00
11508776.0,2018-11-18 19:24:49 -0800,00:00:00
11512900.0,2018-11-18 22:38:09 -0800,00:00:00
11555584.0,2018-11-19 23:56:19 -0800,23:57:19
11514362.0,2018-11-18 23:58:54 -0800,00:00:00
11513536.0,2018-11-18 23:22:17 -0800,00:00:00
11497547.0,2018-11-18 01:12:16 -0800,00:00:00
11481060.0,2018-11-16 23:46:23 -0800,00:00:00
11513522.0,2018-11-18 23:21:37 -0800,00:00:00
11512373.0,2018-11-18 22:13:14 -0800,00:00:00
11511482.0,2018-11-18 21:28:14 -0800,00:00:00
11508738.0,2018-11-18 19:22:51 -0800,00:00:00
12166134.0,2018-12-09 10:15:38 -0800,490:16:38
11514285.0,2018-11-18 23:56:47 -0800,00:00:00
11450236.0,2018-11-16 12:44:08 -0800,00:00:00
11513976.0,2018-11-18 23:43:32 -0800,00:00:00
,,
11876741.0,2018-12-01 17:12:24 -0800,305:13:24
,,
11511328.0,2018-11-18 21:20:21 -0800,00:00:00
11512490.0,2018-11-18 22:19:29 -0800,00:00:00
11481789.0,2018-11-17 01:08:45 -0800,00:00:00
11496468.0,2018-11-17 22:58:27 -0800,00:00:00
11512591.0,2018-11-18 22:23:42 -0800,00:00:00
11510428.0,2018-11-18 20:42:53 -0800,00:00:00
11514008.0,2018-11-18 23:45:32 -0800,00:00:00
,,
