Submission ID,Submission Time,Lateness (H:M:S)
,,
,,
10987659.0,2018-11-04 22:57:37 -0800,00:00:00
10977622.0,2018-11-04 17:50:04 -0800,00:00:00
10982626.0,2018-11-04 20:02:25 -0800,00:00:00
10987907.0,2018-11-04 23:12:49 -0800,00:00:00
10988412.0,2018-11-04 23:39:10 -0800,00:00:00
10987158.0,2018-11-04 22:33:01 -0800,00:00:00
10987971.0,2018-11-04 23:16:29 -0800,00:00:00
10976246.0,2018-11-04 17:09:16 -0800,00:00:00
10985153.0,2018-11-04 21:10:07 -0800,00:00:00
10986616.0,2018-11-04 22:15:02 -0800,00:00:00
,,
11313533.0,2018-11-13 17:40:53 -0800,209:41:53
10988494.0,2018-11-04 23:43:14 -0800,00:00:00
11443057.0,2018-11-16 10:28:37 -0800,274:29:37
10986458.0,2018-11-04 22:07:38 -0800,00:00:00
10982476.0,2018-11-04 19:58:22 -0800,00:00:00
10987732.0,2018-11-04 23:02:31 -0800,00:00:00
10988851.0,2018-11-04 23:56:10 -0800,00:00:00
10978276.0,2018-11-04 18:06:33 -0800,00:00:00
10979108.0,2018-11-04 18:34:50 -0800,00:00:00
11236737.0,2018-11-11 13:11:41 -0800,157:12:41
10988827.0,2018-11-04 23:55:35 -0800,00:00:00
10988608.0,2018-11-04 23:48:02 -0800,00:00:00
,,
10986257.0,2018-11-04 21:59:15 -0800,00:00:00
10963766.0,2018-11-04 01:41:56 -0800,00:00:00
10986370.0,2018-11-04 22:03:37 -0800,00:00:00
10854631.0,2018-11-01 12:49:06 -0700,00:00:00
10977639.0,2018-11-04 17:50:46 -0800,00:00:00
10985836.0,2018-11-04 21:43:26 -0800,00:00:00
10988265.0,2018-11-04 23:31:58 -0800,00:00:00
,,
10988835.0,2018-11-04 23:55:44 -0800,00:00:00
10988628.0,2018-11-04 23:49:21 -0800,00:00:00
,,
10983629.0,2018-11-04 20:26:17 -0800,00:00:00
,,
10969910.0,2018-11-04 13:06:42 -0800,00:00:00
,,
10979546.0,2018-11-04 18:46:15 -0800,00:00:00
10976389.0,2018-11-04 17:13:48 -0800,00:00:00
,,
10831867.0,2018-10-31 20:46:44 -0700,00:00:00
10979219.0,2018-11-04 18:39:31 -0800,00:00:00
10988316.0,2018-11-04 23:34:55 -0800,00:00:00
,,
10988293.0,2018-11-04 23:33:22 -0800,00:00:00
10988646.0,2018-11-04 23:50:09 -0800,00:00:00
10986444.0,2018-11-04 22:07:06 -0800,00:00:00
,,
,,
11024848.0,2018-11-05 21:16:22 -0800,21:17:22
10973785.0,2018-11-04 15:39:39 -0800,00:00:00
10988170.0,2018-11-04 23:26:36 -0800,00:00:00
10988363.0,2018-11-04 23:37:02 -0800,00:00:00
10960963.0,2018-11-03 21:53:03 -0700,00:00:00
,,
10968111.0,2018-11-04 12:08:26 -0800,00:00:00
,,
,,
10976744.0,2018-11-04 17:20:21 -0800,00:00:00
11013021.0,2018-11-05 16:48:55 -0800,16:49:55
10987694.0,2018-11-04 22:59:39 -0800,00:00:00
10989053.0,2018-11-05 00:05:50 -0800,00:06:50
,,
10983048.0,2018-11-04 20:15:16 -0800,00:00:00
10988925.0,2018-11-04 23:58:13 -0800,00:00:00
10987069.0,2018-11-04 22:28:53 -0800,00:00:00
,,
10985451.0,2018-11-04 21:24:32 -0800,00:00:00
10986205.0,2018-11-04 21:57:33 -0800,00:00:00
10988358.0,2018-11-04 23:36:52 -0800,00:00:00
10987990.0,2018-11-04 23:17:27 -0800,00:00:00
10983094.0,2018-11-04 20:16:38 -0800,00:00:00
10986819.0,2018-11-04 22:21:23 -0800,00:00:00
10985143.0,2018-11-04 21:09:30 -0800,00:00:00
11234716.0,2018-11-11 10:58:53 -0800,154:59:53
11253102.0,2018-11-11 22:27:52 -0800,166:28:52
11262175.0,2018-11-12 10:25:25 -0800,178:26:25
10955825.0,2018-11-03 16:32:06 -0700,00:00:00
10967401.0,2018-11-04 11:27:52 -0800,00:00:00
10988883.0,2018-11-04 23:56:59 -0800,00:00:00
10987893.0,2018-11-04 23:12:27 -0800,00:00:00
10770733.0,2018-10-30 16:19:19 -0700,00:00:00
10978006.0,2018-11-04 17:59:53 -0800,00:00:00
,,
10988476.0,2018-11-04 23:42:26 -0800,00:00:00
,,
10988841.0,2018-11-04 23:55:52 -0800,00:00:00
10988077.0,2018-11-04 23:21:31 -0800,00:00:00
10985085.0,2018-11-04 21:06:34 -0800,00:00:00
10983111.0,2018-11-04 20:17:14 -0800,00:00:00
10981954.0,2018-11-04 19:42:28 -0800,00:00:00
10988095.0,2018-11-04 23:22:29 -0800,00:00:00
10987974.0,2018-11-04 23:16:39 -0800,00:00:00
,,
