Submission ID,Submission Time,Lateness (H:M:S)
10390953.0,2018-10-21 23:57:54 -0700,00:00:00
,,
10388164.0,2018-10-21 21:38:54 -0700,00:00:00
10384853.0,2018-10-21 19:32:31 -0700,00:00:00
10390205.0,2018-10-21 23:26:21 -0700,00:00:00
10384576.0,2018-10-21 19:21:23 -0700,00:00:00
10390079.0,2018-10-21 23:19:55 -0700,00:00:00
10383055.0,2018-10-21 18:25:09 -0700,00:00:00
10389625.0,2018-10-21 22:52:49 -0700,00:00:00
10390350.0,2018-10-21 23:33:39 -0700,00:00:00
10390467.0,2018-10-21 23:40:58 -0700,00:00:00
10377121.0,2018-10-21 15:02:28 -0700,00:00:00
10389578.0,2018-10-21 22:50:31 -0700,00:00:00
10385631.0,2018-10-21 20:00:39 -0700,00:00:00
10390969.0,2018-10-21 23:58:31 -0700,00:00:00
10389829.0,2018-10-21 23:04:15 -0700,00:00:00
10390497.0,2018-10-21 23:42:23 -0700,00:00:00
10388973.0,2018-10-21 22:17:34 -0700,00:00:00
10378678.0,2018-10-21 16:13:22 -0700,00:00:00
10390268.0,2018-10-21 23:29:13 -0700,00:00:00
10388009.0,2018-10-21 21:32:50 -0700,00:00:00
10476030.0,2018-10-23 22:01:27 -0700,46:02:27
10384423.0,2018-10-21 19:14:32 -0700,00:00:00
10390905.0,2018-10-21 23:56:32 -0700,00:00:00
10360736.0,2018-10-20 15:56:00 -0700,00:00:00
10292508.0,2018-10-18 23:56:10 -0700,00:00:00
10390581.0,2018-10-21 23:45:59 -0700,00:00:00
10381482.0,2018-10-21 17:41:03 -0700,00:00:00
10390465.0,2018-10-21 23:40:57 -0700,00:00:00
10314447.0,2018-10-19 12:50:34 -0700,00:00:00
10387487.0,2018-10-21 21:09:17 -0700,00:00:00
10358401.0,2018-10-20 14:02:34 -0700,00:00:00
10386832.0,2018-10-21 20:47:08 -0700,00:00:00
10390588.0,2018-10-21 23:46:16 -0700,00:00:00
10390934.0,2018-10-21 23:57:28 -0700,00:00:00
10382183.0,2018-10-21 18:04:09 -0700,00:00:00
,,
10390938.0,2018-10-21 23:57:35 -0700,00:00:00
,,
10390138.0,2018-10-21 23:22:42 -0700,00:00:00
,,
10402967.0,2018-10-22 12:11:21 -0700,12:12:21
10390952.0,2018-10-21 23:57:54 -0700,00:00:00
,,
10103014.0,2018-10-15 15:44:58 -0700,00:00:00
10389013.0,2018-10-21 22:19:20 -0700,00:00:00
10387902.0,2018-10-21 21:28:46 -0700,00:00:00
,,
10390623.0,2018-10-21 23:47:20 -0700,00:00:00
10389125.0,2018-10-21 22:25:21 -0700,00:00:00
10720931.0,2018-10-29 15:14:01 -0700,183:15:01
,,
,,
10390686.0,2018-10-21 23:50:05 -0700,00:00:00
10390885.0,2018-10-21 23:55:50 -0700,00:00:00
10410465.0,2018-10-22 14:49:42 -0700,14:50:42
10390209.0,2018-10-21 23:26:38 -0700,00:00:00
10241989.0,2018-10-18 09:50:43 -0700,00:00:00
,,
10389397.0,2018-10-21 22:40:52 -0700,00:00:00
,,
,,
10313644.0,2018-10-19 12:38:07 -0700,00:00:00
10434232.0,2018-10-22 23:47:16 -0700,23:48:16
10362267.0,2018-10-20 16:54:29 -0700,00:00:00
10386841.0,2018-10-21 20:47:19 -0700,00:00:00
10389857.0,2018-10-21 23:05:56 -0700,00:00:00
10390596.0,2018-10-21 23:46:35 -0700,00:00:00
10389833.0,2018-10-21 23:04:25 -0700,00:00:00
10390231.0,2018-10-21 23:27:29 -0700,00:00:00
,,
10383823.0,2018-10-21 18:55:23 -0700,00:00:00
10387445.0,2018-10-21 21:07:28 -0700,00:00:00
10389460.0,2018-10-21 22:43:51 -0700,00:00:00
10434636.0,2018-10-22 23:58:34 -0700,23:59:34
10388943.0,2018-10-21 22:15:19 -0700,00:00:00
10388792.0,2018-10-21 22:06:11 -0700,00:00:00
10389885.0,2018-10-21 23:07:59 -0700,00:00:00
10364589.0,2018-10-20 19:07:36 -0700,00:00:00
10388836.0,2018-10-21 22:08:19 -0700,00:00:00
10368442.0,2018-10-20 23:11:59 -0700,00:00:00
10379196.0,2018-10-21 16:32:18 -0700,00:00:00
10390859.0,2018-10-21 23:54:59 -0700,00:00:00
10390424.0,2018-10-21 23:38:15 -0700,00:00:00
10389892.0,2018-10-21 23:08:28 -0700,00:00:00
10202825.0,2018-10-17 14:00:19 -0700,00:00:00
10692531.0,2018-10-28 20:15:41 -0700,164:16:41
,,
10390935.0,2018-10-21 23:57:30 -0700,00:00:00
,,
10390973.0,2018-10-21 23:58:36 -0700,00:00:00
10387915.0,2018-10-21 21:29:16 -0700,00:00:00
10390236.0,2018-10-21 23:27:37 -0700,00:00:00
10390703.0,2018-10-21 23:50:43 -0700,00:00:00
10389856.0,2018-10-21 23:05:55 -0700,00:00:00
10390227.0,2018-10-21 23:27:24 -0700,00:00:00
10389993.0,2018-10-21 23:14:32 -0700,00:00:00
,,
