Submission ID,Submission Time,Lateness (H:M:S)
10728869.0,2018-10-29 18:10:15 -0700,18:11:15
,,
10697135.0,2018-10-28 22:40:38 -0700,00:00:00
10694876.0,2018-10-28 21:08:21 -0700,00:00:00
10683238.0,2018-10-28 15:14:21 -0700,00:00:00
10672847.0,2018-10-27 20:26:21 -0700,00:00:00
10671678.0,2018-10-27 19:07:53 -0700,00:00:00
10690297.0,2018-10-28 19:35:15 -0700,00:00:00
10695173.0,2018-10-28 21:21:14 -0700,00:00:00
10686197.0,2018-10-28 17:43:01 -0700,00:00:00
10698360.0,2018-10-28 23:47:35 -0700,00:00:00
10696935.0,2018-10-28 22:37:36 -0700,00:00:00
10739990.0,2018-10-29 21:51:57 -0700,21:52:57
10635463.0,2018-10-26 15:59:59 -0700,00:00:00
10695086.0,2018-10-28 21:17:46 -0700,00:00:00
10696889.0,2018-10-28 22:34:38 -0700,00:00:00
10685137.0,2018-10-28 16:52:50 -0700,00:00:00
10698150.0,2018-10-28 23:37:18 -0700,00:00:00
10668464.0,2018-10-27 17:14:39 -0700,00:00:00
10684258.0,2018-10-28 16:04:51 -0700,00:00:00
11047770.0,2018-11-06 12:47:45 -0800,205:48:45
10684595.0,2018-10-28 16:21:30 -0700,00:00:00
11049470.0,2018-11-06 13:26:10 -0800,206:27:10
10697711.0,2018-10-28 23:09:26 -0700,00:00:00
10698045.0,2018-10-28 23:31:45 -0700,00:00:00
,,
10695253.0,2018-10-28 21:25:00 -0700,00:00:00
10695021.0,2018-10-28 21:14:57 -0700,00:00:00
10686919.0,2018-10-28 18:16:16 -0700,00:00:00
10630720.0,2018-10-26 14:46:55 -0700,00:00:00
10694410.0,2018-10-28 20:56:07 -0700,00:00:00
10653741.0,2018-10-26 23:20:23 -0700,00:00:00
10691179.0,2018-10-28 19:46:30 -0700,00:00:00
,,
10696927.0,2018-10-28 22:37:03 -0700,00:00:00
10698047.0,2018-10-28 23:31:51 -0700,00:00:00
,,
10697199.0,2018-10-28 22:41:46 -0700,00:00:00
,,
10660043.0,2018-10-27 11:06:27 -0700,00:00:00
,,
10660707.0,2018-10-27 12:02:26 -0700,00:00:00
10683854.0,2018-10-28 15:44:27 -0700,00:00:00
,,
10667061.0,2018-10-27 16:30:10 -0700,00:00:00
10697208.0,2018-10-28 22:42:20 -0700,00:00:00
,,
,,
10696082.0,2018-10-28 21:55:17 -0700,00:00:00
10697854.0,2018-10-28 23:19:44 -0700,00:00:00
10698254.0,2018-10-28 23:42:57 -0700,00:00:00
,,
,,
10698149.0,2018-10-28 23:37:15 -0700,00:00:00
10698418.0,2018-10-28 23:50:12 -0700,00:00:00
,,
10698134.0,2018-10-28 23:36:46 -0700,00:00:00
10425355.0,2018-10-22 19:38:46 -0700,00:00:00
,,
10697395.0,2018-10-28 22:52:26 -0700,00:00:00
,,
,,
10666198.0,2018-10-27 16:05:02 -0700,00:00:00
10695804.0,2018-10-28 21:45:04 -0700,00:00:00
10684248.0,2018-10-28 16:04:23 -0700,00:00:00
10694741.0,2018-10-28 21:02:51 -0700,00:00:00
10698491.0,2018-10-28 23:53:25 -0700,00:00:00
10688105.0,2018-10-28 18:50:25 -0700,00:00:00
10698322.0,2018-10-28 23:46:19 -0700,00:00:00
10685530.0,2018-10-28 17:12:32 -0700,00:00:00
,,
10685747.0,2018-10-28 17:23:22 -0700,00:00:00
10692135.0,2018-10-28 20:07:36 -0700,00:00:00
10689991.0,2018-10-28 19:28:15 -0700,00:00:00
10698643.0,2018-10-28 23:58:54 -0700,00:00:00
10696318.0,2018-10-28 22:06:25 -0700,00:00:00
10698515.0,2018-10-28 23:54:20 -0700,00:00:00
10694424.0,2018-10-28 20:56:20 -0700,00:00:00
10684868.0,2018-10-28 16:37:41 -0700,00:00:00
10689434.0,2018-10-28 19:16:33 -0700,00:00:00
10685312.0,2018-10-28 17:02:00 -0700,00:00:00
10692822.0,2018-10-28 20:21:47 -0700,00:00:00
10684128.0,2018-10-28 15:56:45 -0700,00:00:00
10698631.0,2018-10-28 23:58:29 -0700,00:00:00
10697963.0,2018-10-28 23:26:25 -0700,00:00:00
10641484.0,2018-10-26 17:42:39 -0700,00:00:00
10697460.0,2018-10-28 22:56:03 -0700,00:00:00
,,
10694970.0,2018-10-28 21:12:47 -0700,00:00:00
,,
10698459.0,2018-10-28 23:52:06 -0700,00:00:00
10696603.0,2018-10-28 22:20:51 -0700,00:00:00
10670973.0,2018-10-27 18:31:40 -0700,00:00:00
10686364.0,2018-10-28 17:49:51 -0700,00:00:00
10678235.0,2018-10-28 10:48:30 -0700,00:00:00
10698396.0,2018-10-28 23:49:02 -0700,00:00:00
10698532.0,2018-10-28 23:54:48 -0700,00:00:00
,,
